record_id,source_file,section_title,chunk_id,question,answer,evidence,verification_label,verification_rationale,model,verifier_model
chunk-037-002-qa-00,aapl-20250927.htm,Item 1A. Risk Factors > Legal and Regulatory Compliance Risks,chunk-037-002,What does the filing state in item 1A. Risk Factors > Legal and Regulatory Compliance Risks?,"business in response to the DMA or other laws and regulations could materially adversely affect the Companys business, reputation, results of operations, financial condition and stock price.","business in response to the DMA or other laws and regulations could materially adversely affect the Companys business, reputation, results of operations, financial condition and stock price.",supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-037-002-qa-01,aapl-20250927.htm,Item 1A. Risk Factors > Legal and Regulatory Compliance Risks,chunk-037-002,What does the filing state in item 1A. Risk Factors > Legal and Regulatory Compliance Risks?,"For example, the Company is subject to civil antitrust lawsuits in the U.S.","For example, the Company is subject to civil antitrust lawsuits in the U.S.",supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-037-002-qa-02,aapl-20250927.htm,Item 1A. Risk Factors > Legal and Regulatory Compliance Risks,chunk-037-002,What does the filing state in item 1A. Risk Factors > Legal and Regulatory Compliance Risks?,alleging monopolization or attempted monopolization in the markets for performance smartphones and smartphones generally in violation of U.S.,alleging monopolization or attempted monopolization in the markets for performance smartphones and smartphones generally in violation of U.S.,supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-037-003-qa-00,aapl-20250927.htm,Item 1A. Risk Factors > Legal and Regulatory Compliance Risks,chunk-037-003,What does the filing state in item 1A. Risk Factors > Legal and Regulatory Compliance Risks?,"also result in reputational impacts, ongoing audit requirements and significant legal liability.","also result in reputational impacts, ongoing audit requirements and significant legal liability.",supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-037-003-qa-01,aapl-20250927.htm,Item 1A. Risk Factors > Legal and Regulatory Compliance Risks,chunk-037-003,What does the filing state in item 1A. Risk Factors > Legal and Regulatory Compliance Risks?,"The risks of inadvertent disclosure of personal data can increase with the introduction of new and complex technologies, such as artificial intelligence features, further exacerbating such risks.","The risks of inadvertent disclosure of personal data can increase with the introduction of new and complex technologies, such as artificial intelligence features, further exacerbating such risks.",supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-037-003-qa-02,aapl-20250927.htm,Item 1A. Risk Factors > Legal and Regulatory Compliance Risks,chunk-037-003,What does the filing state in item 1A. Risk Factors > Legal and Regulatory Compliance Risks?,"Health, biometric, financial and payment card data are subject to additional privacy, security and breach notification requirements, and the Company is subject to audit by governmental authorities regarding the Companys compliance with these obligations.","Health, biometric, financial and payment card data are subject to additional privacy, security and breach notification requirements, and the Company is subject to audit by governmental authorities regarding the Companys compliance with these obligations.",supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-037-004-qa-00,aapl-20250927.htm,Item 1A. Risk Factors > Legal and Regulatory Compliance Risks,chunk-037-004,What does the filing state in item 1A. Risk Factors > Legal and Regulatory Compliance Risks?,"The use of such hedging activities may not be effective to offset any, or more than a portion, of the adverse financial effects of unfavorable movements in foreign exchange rates over the limited time the hedges are in place.","The use of such hedging activities may not be effective to offset any, or more than a portion, of the adverse financial effects of unfavorable movements in foreign exchange rates over the limited time the hedges are in place.",supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-037-004-qa-01,aapl-20250927.htm,Item 1A. Risk Factors > Legal and Regulatory Compliance Risks,chunk-037-004,What does the filing state in item 1A. Risk Factors > Legal and Regulatory Compliance Risks?,The Company is exposed to credit risk and fluctuations in the values of its investment portfolio.,The Company is exposed to credit risk and fluctuations in the values of its investment portfolio.,supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-037-004-qa-02,aapl-20250927.htm,Item 1A. Risk Factors > Legal and Regulatory Compliance Risks,chunk-037-004,What does the filing state in item 1A. Risk Factors > Legal and Regulatory Compliance Risks?,"The Companys investments can be negatively affected by changes in liquidity, credit deterioration, financial results, market and economic conditions, political risk, sovereign risk, interest rate fluctuations or other factors.","The Companys investments can be negatively affected by changes in liquidity, credit deterioration, financial results, market and economic conditions, political risk, sovereign risk, interest rate fluctuations or other factors.",supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-038-000-qa-00,aapl-20250927.htm,Item 1A. Risk Factors > General Risks,chunk-038-000,What does the filing state in item 1A. Risk Factors > General Risks?,General Risks The price of the Companys stock is subject to volatility.,General Risks The price of the Companys stock is subject to volatility.,supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-038-000-qa-01,aapl-20250927.htm,Item 1A. Risk Factors > General Risks,chunk-038-000,What does the filing state in item 1A. Risk Factors > General Risks?,The Companys stock has experienced substantial price volatility in the past and may continue to do so in the future.,The Companys stock has experienced substantial price volatility in the past and may continue to do so in the future.,supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-038-000-qa-02,aapl-20250927.htm,Item 1A. Risk Factors > General Risks,chunk-038-000,What does the filing state in item 1A. Risk Factors > General Risks?,"Additionally, the Company, the technology industry and the stock market as a whole have, from time to time, experienced extreme stock price and volume fluctuations that have affected stock prices in ways that may have been unrelated to these companies operating performance.","Additionally, the Company, the technology industry and the stock market as a whole have, from time to time, experienced extreme stock price and volume fluctuations that have affected stock prices in ways that may have been unrelated to these companies operating performance.",supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-040-000-qa-00,aapl-20250927.htm,Item 1C. Cybersecurity,chunk-040-000,What does the filing state in item 1C. Cybersecurity?,"Cybersecurity The Companys management, led by its Head of Corporate Information Security, has overall responsibility for identifying, assessing and managing any material risks from cybersecurity threats.","Cybersecurity The Companys management, led by its Head of Corporate Information Security, has overall responsibility for identifying, assessing and managing any material risks from cybersecurity threats.",supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-040-000-qa-01,aapl-20250927.htm,Item 1C. Cybersecurity,chunk-040-000,What does the filing state in item 1C. Cybersecurity?,"The Companys Head of Corporate Information Security has extensive knowledge and skills gained from over 25 years of experience in the cybersecurity industry, including serving in leadership positions at other large technology companies and leading the Companys Information Security team since 2016.","The Companys Head of Corporate Information Security has extensive knowledge and skills gained from over 25 years of experience in the cybersecurity industry, including serving in leadership positions at other large technology companies and leading the Companys Information Security team since 2016.",supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-040-000-qa-02,aapl-20250927.htm,Item 1C. Cybersecurity,chunk-040-000,What does the filing state in item 1C. Cybersecurity?,"The Companys Information Security team coordinates with teams across the Company to prevent, respond to and manage security incidents, and engages third parties, as appropriate, to assess, test or otherwise assist with aspects of its security processes and incident response .","The Companys Information Security team coordinates with teams across the Company to prevent, respond to and manage security incidents, and engages third parties, as appropriate, to assess, test or otherwise assist with aspects of its security processes and incident response .",supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-041-000-qa-00,aapl-20250927.htm,Item 2. Properties,chunk-041-000,What does the filing state in item 2. Properties?,"Properties The Companys headquarters is located in Cupertino, California.","Properties The Companys headquarters is located in Cupertino, California.",supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-041-000-qa-01,aapl-20250927.htm,Item 2. Properties,chunk-041-000,What does the filing state in item 2. Properties?,"As of September 27, 2025, the Company owned or leased facilities and land for corporate functions, R&D, data centers, retail and other purposes at locations throughout the U.S.","As of September 27, 2025, the Company owned or leased facilities and land for corporate functions, R&D, data centers, retail and other purposes at locations throughout the U.S.",supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-041-000-qa-02,aapl-20250927.htm,Item 2. Properties,chunk-041-000,What does the filing state in item 2. Properties?,"The Company believes its existing facilities and equipment, which are used by all reportable segments, are in good operating condition and are suitable for the conduct of its business.","The Company believes its existing facilities and equipment, which are used by all reportable segments, are in good operating condition and are suitable for the conduct of its business.",supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-042-000-qa-00,aapl-20250927.htm,Item 3. Legal Proceedings,chunk-042-000,What does the filing state in item 3. Legal Proceedings?,"Legal Proceedings Digital Markets Act Investigations On March 25, 2024, the Commission announced that it had opened a formal noncompliance investigation against the Company under Article 5(4) of the EU DMA (Article 5(4) Investigation).","Legal Proceedings Digital Markets Act Investigations On March 25, 2024, the Commission announced that it had opened a formal noncompliance investigation against the Company under Article 5(4) of the EU DMA (Article 5(4) Investigation).",supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-042-000-qa-01,aapl-20250927.htm,Item 3. Legal Proceedings,chunk-042-000,What does the filing state in item 3. Legal Proceedings?,"The Article 5(4) Investigation relates to how developers may communicate and promote offers to end users for apps distributed through the App Store, as well as how developers may conclude contracts with those end users.","The Article 5(4) Investigation relates to how developers may communicate and promote offers to end users for apps distributed through the App Store, as well as how developers may conclude contracts with those end users.",supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-042-000-qa-02,aapl-20250927.htm,Item 3. Legal Proceedings,chunk-042-000,What does the filing state in item 3. Legal Proceedings?,"On June 24, 2024, the Commission announced that it had opened an additional formal investigation against the Company regarding whether the Companys new contractual requirements for third-party app developers and app marketplaces may violate the DMA (Article 6(4) Investigation).","On June 24, 2024, the Commission announced that it had opened an additional formal investigation against the Company regarding whether the Companys new contractual requirements for third-party app developers and app marketplaces may violate the DMA (Article 6(4) Investigation).",supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-044-000-qa-00,aapl-20250927.htm,"Item 5. Market for Registrants Common Equity, Related Stockholder Matters and Issuer Purchases of Equity Securities",chunk-044-000,"What does the filing state in item 5. Market for Registrants Common Equity, Related Stockholder Matters and Issuer Purchases of Equity Securities?","Market for Registrants Common Equity, Related Stockholder Matters and Issuer Purchases of Equity Securities The Companys common stock is traded on The Nasdaq Stock Market LLC under the symbol AAPL.","Market for Registrants Common Equity, Related Stockholder Matters and Issuer Purchases of Equity Securities The Companys common stock is traded on The Nasdaq Stock Market LLC under the symbol AAPL.",supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-044-000-qa-01,aapl-20250927.htm,"Item 5. Market for Registrants Common Equity, Related Stockholder Matters and Issuer Purchases of Equity Securities",chunk-044-000,"What does the filing state in item 5. Market for Registrants Common Equity, Related Stockholder Matters and Issuer Purchases of Equity Securities?","Holders As of October 17, 2025, there were 22,429 shareholders of record.","Holders As of October 17, 2025, there were 22,429 shareholders of record.",supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-044-000-qa-02,aapl-20250927.htm,"Item 5. Market for Registrants Common Equity, Related Stockholder Matters and Issuer Purchases of Equity Securities",chunk-044-000,"What does the filing state in item 5. Market for Registrants Common Equity, Related Stockholder Matters and Issuer Purchases of Equity Securities?","During the fourth quarter of 2025, the Company utilized the final $19.8 billion under the May 2024 program.","During the fourth quarter of 2025, the Company utilized the final $19.8 billion under the May 2024 program.",supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-046-000-qa-00,aapl-20250927.htm,Item 7. Managements Discussion and Analysis of Financial Condition and Results of Operations,chunk-046-000,What does the filing state in item 7. Managements Discussion and Analysis of Financial Condition and Results of Operations?,"Managements Discussion and Analysis of Financial Condition and Results of Operations The following discussion should be read in conjunction with the consolidated financial statements and accompanying notes included in Part II, Item 8 of this Form 10-K.","Managements Discussion and Analysis of Financial Condition and Results of Operations The following discussion should be read in conjunction with the consolidated financial statements and accompanying notes included in Part II, Item 8 of this Form 10-K.",supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-046-000-qa-01,aapl-20250927.htm,Item 7. Managements Discussion and Analysis of Financial Condition and Results of Operations,chunk-046-000,What does the filing state in item 7. Managements Discussion and Analysis of Financial Condition and Results of Operations?,This Item generally discusses 2025 and 2024 items and year-to-year comparisons between 2025 and 2024.,This Item generally discusses 2025 and 2024 items and year-to-year comparisons between 2025 and 2024.,supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-046-000-qa-02,aapl-20250927.htm,Item 7. Managements Discussion and Analysis of Financial Condition and Results of Operations,chunk-046-000,What does the filing state in item 7. Managements Discussion and Analysis of Financial Condition and Results of Operations?,"Discussions of 2023 items and year-to-year comparisons between 2024 and 2023 are not included, and can be found in Managements Discussion and Analysis of Financial Condition and Results of Operations in Part II, Item 7 of the Companys Annual Report on Form 10-K for the fiscal year ended September 28, 2024.","Discussions of 2023 items and year-to-year comparisons between 2024 and 2023 are not included, and can be found in Managements Discussion and Analysis of Financial Condition and Results of Operations in Part II, Item 7 of the Companys Annual Report on Form 10-K for the fiscal year ended September 28, 2024.",supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-047-000-qa-00,aapl-20250927.htm,Item 7. Managements Discussion and Analysis of Financial Condition and Results of Operations > Macroeconomic Conditions,chunk-047-000,What does the filing state in item 7. Managements Discussion and Analysis of Financial Condition and Results of Operations > Macroeconomic Conditions?,"Macroeconomic Conditions Macroeconomic conditions, including inflation, interest rates and currency fluctuations, have directly and indirectly impacted, and could in the future materially impact, the Companys results of operations and financial condition.","Macroeconomic Conditions Macroeconomic conditions, including inflation, interest rates and currency fluctuations, have directly and indirectly impacted, and could in the future materially impact, the Companys results of operations and financial condition.",supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-047-000-qa-01,aapl-20250927.htm,Item 7. Managements Discussion and Analysis of Financial Condition and Results of Operations > Macroeconomic Conditions,chunk-047-000,What does the filing state in item 7. Managements Discussion and Analysis of Financial Condition and Results of Operations > Macroeconomic Conditions?,"| 2025 Form 10-K | 21 Tariffs and Other Measures Beginning in the second quarter of 2025, new U.S.","| 2025 Form 10-K | 21 Tariffs and Other Measures Beginning in the second quarter of 2025, new U.S.",supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-047-000-qa-02,aapl-20250927.htm,Item 7. Managements Discussion and Analysis of Financial Condition and Results of Operations > Macroeconomic Conditions,chunk-047-000,What does the filing state in item 7. Managements Discussion and Analysis of Financial Condition and Results of Operations > Macroeconomic Conditions?,"Tariffs were announced, including additional tariffs on imports from China, India, Japan, South Korea, Taiwan, Vietnam and the EU, among others.","Tariffs were announced, including additional tariffs on imports from China, India, Japan, South Korea, Taiwan, Vietnam and the EU, among others.",supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-048-000-qa-00,aapl-20250927.htm,Item 7. Managements Discussion and Analysis of Financial Condition and Results of Operations > Segment Operating Performance,chunk-048-000,What does the filing state in item 7. Managements Discussion and Analysis of Financial Condition and Results of Operations > Segment Operating Performance?,The weakness in foreign currencies relative to the U.S.,The weakness in foreign currencies relative to the U.S.,supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-048-000-qa-01,aapl-20250927.htm,Item 7. Managements Discussion and Analysis of Financial Condition and Results of Operations > Segment Operating Performance,chunk-048-000,What does the filing state in item 7. Managements Discussion and Analysis of Financial Condition and Results of Operations > Segment Operating Performance?,dollar had an unfavorable year-over-year impact on Americas net sales during 2025.,dollar had an unfavorable year-over-year impact on Americas net sales during 2025.,supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-048-000-qa-02,aapl-20250927.htm,Item 7. Managements Discussion and Analysis of Financial Condition and Results of Operations > Segment Operating Performance,chunk-048-000,What does the filing state in item 7. Managements Discussion and Analysis of Financial Condition and Results of Operations > Segment Operating Performance?,"Europe Europe net sales increased during 2025 compared to 2024 primarily due to higher net sales of Services, iPhone and Mac.","Europe Europe net sales increased during 2025 compared to 2024 primarily due to higher net sales of Services, iPhone and Mac.",supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-049-000-qa-00,aapl-20250927.htm,Item 7. Managements Discussion and Analysis of Financial Condition and Results of Operations > Products and Services Performance,chunk-049-000,What does the filing state in item 7. Managements Discussion and Analysis of Financial Condition and Results of Operations > Products and Services Performance?,iPhone iPhone net sales increased during 2025 compared to 2024 due to higher net sales of Pro models.,iPhone iPhone net sales increased during 2025 compared to 2024 due to higher net sales of Pro models.,supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-049-000-qa-01,aapl-20250927.htm,Item 7. Managements Discussion and Analysis of Financial Condition and Results of Operations > Products and Services Performance,chunk-049-000,What does the filing state in item 7. Managements Discussion and Analysis of Financial Condition and Results of Operations > Products and Services Performance?,Mac Mac net sales increased during 2025 compared to 2024 primarily due to higher net sales of laptops and desktops.,Mac Mac net sales increased during 2025 compared to 2024 primarily due to higher net sales of laptops and desktops.,supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-049-000-qa-02,aapl-20250927.htm,Item 7. Managements Discussion and Analysis of Financial Condition and Results of Operations > Products and Services Performance,chunk-049-000,What does the filing state in item 7. Managements Discussion and Analysis of Financial Condition and Results of Operations > Products and Services Performance?,"iPad iPad net sales increased during 2025 compared to 2024 primarily due to higher net sales of iPad Air, iPad mini and iPad, partially offset by lower net sales of iPad Pro.","iPad iPad net sales increased during 2025 compared to 2024 primarily due to higher net sales of iPad Air, iPad mini and iPad, partially offset by lower net sales of iPad Pro.",supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-050-000-qa-00,aapl-20250927.htm,Item 7. Managements Discussion and Analysis of Financial Condition and Results of Operations > Gross Margin,chunk-050-000,What does the filing state in item 7. Managements Discussion and Analysis of Financial Condition and Results of Operations > Gross Margin?,Gross Margin Services gross margin increased during 2025 compared to 2024 primarily due to higher Services net sales and a different mix of services.,Gross Margin Services gross margin increased during 2025 compared to 2024 primarily due to higher Services net sales and a different mix of services.,supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-050-000-qa-01,aapl-20250927.htm,Item 7. Managements Discussion and Analysis of Financial Condition and Results of Operations > Gross Margin,chunk-050-000,What does the filing state in item 7. Managements Discussion and Analysis of Financial Condition and Results of Operations > Gross Margin?,"Services gross margin percentage increased during 2025 compared to 2024 primarily due to a different mix of services, partially offset by higher costs.","Services gross margin percentage increased during 2025 compared to 2024 primarily due to a different mix of services, partially offset by higher costs.",supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-050-000-qa-02,aapl-20250927.htm,Item 7. Managements Discussion and Analysis of Financial Condition and Results of Operations > Gross Margin,chunk-050-000,What does the filing state in item 7. Managements Discussion and Analysis of Financial Condition and Results of Operations > Gross Margin?,"The Companys future gross margins can be impacted by a variety of factors, as discussed in Part I, Item 1A of this Form 10-K under the heading Risk Factors.","The Companys future gross margins can be impacted by a variety of factors, as discussed in Part I, Item 1A of this Form 10-K under the heading Risk Factors.",supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-051-000-qa-00,aapl-20250927.htm,Item 7. Managements Discussion and Analysis of Financial Condition and Results of Operations > Operating Expenses,chunk-051-000,What does the filing state in item 7. Managements Discussion and Analysis of Financial Condition and Results of Operations > Operating Expenses?,"Selling, General and Administrative The growth in selling, general and administrative expense during 2025 compared to 2024 was primarily driven by increases in headcount-related expenses and variable selling expenses.","Selling, General and Administrative The growth in selling, general and administrative expense during 2025 compared to 2024 was primarily driven by increases in headcount-related expenses and variable selling expenses.",supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-052-000-qa-00,aapl-20250927.htm,Item 7. Managements Discussion and Analysis of Financial Condition and Results of Operations > Provision for Income Taxes,chunk-052-000,What does the filing state in item 7. Managements Discussion and Analysis of Financial Condition and Results of Operations > Provision for Income Taxes?,"federal R&D credit, and tax benefits from share-based compensation, partially offset by a change in valuation allowance and state income taxes.","federal R&D credit, and tax benefits from share-based compensation, partially offset by a change in valuation allowance and state income taxes.",supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-053-000-qa-00,aapl-20250927.htm,Item 7. Managements Discussion and Analysis of Financial Condition and Results of Operations > Liquidity and Capital Resources,chunk-053-000,What does the filing state in item 7. Managements Discussion and Analysis of Financial Condition and Results of Operations > Liquidity and Capital Resources?,"The Companys material cash requirements include the following contractual obligations: Debt As of September 27, 2025, the Company had outstanding fixed-rate notes with varying maturities for an aggregate principal amount of $91.3 billion (collectively the Notes), with $12.4 billion payable within 12 months.","The Companys material cash requirements include the following contractual obligations: Debt As of September 27, 2025, the Company had outstanding fixed-rate notes with varying maturities for an aggregate principal amount of $91.3 billion (collectively the Notes), with $12.4 billion payable within 12 months.",supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-053-000-qa-01,aapl-20250927.htm,Item 7. Managements Discussion and Analysis of Financial Condition and Results of Operations > Liquidity and Capital Resources,chunk-053-000,What does the filing state in item 7. Managements Discussion and Analysis of Financial Condition and Results of Operations > Liquidity and Capital Resources?,"Future interest payments associated with the Notes total $37.0 billion, with $2.6 billion payable within 12 months.","Future interest payments associated with the Notes total $37.0 billion, with $2.6 billion payable within 12 months.",supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-053-000-qa-02,aapl-20250927.htm,Item 7. Managements Discussion and Analysis of Financial Condition and Results of Operations > Liquidity and Capital Resources,chunk-053-000,What does the filing state in item 7. Managements Discussion and Analysis of Financial Condition and Results of Operations > Liquidity and Capital Resources?,The Company also issues unsecured short-term promissory notes pursuant to a commercial paper program.,The Company also issues unsecured short-term promissory notes pursuant to a commercial paper program.,supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-054-000-qa-00,aapl-20250927.htm,Item 7. Managements Discussion and Analysis of Financial Condition and Results of Operations > Critical Accounting Estimates,chunk-054-000,What does the filing state in item 7. Managements Discussion and Analysis of Financial Condition and Results of Operations > Critical Accounting Estimates?,Critical Accounting Estimates The preparation of financial statements and related disclosures in conformity with U.S.,Critical Accounting Estimates The preparation of financial statements and related disclosures in conformity with U.S.,supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-054-000-qa-01,aapl-20250927.htm,Item 7. Managements Discussion and Analysis of Financial Condition and Results of Operations > Critical Accounting Estimates,chunk-054-000,What does the filing state in item 7. Managements Discussion and Analysis of Financial Condition and Results of Operations > Critical Accounting Estimates?,"generally accepted accounting principles (GAAP) and the Companys discussion and analysis of its financial condition and operating results require the Companys management to make judgments, assumptions and estimates that affect the amounts reported.","generally accepted accounting principles (GAAP) and the Companys discussion and analysis of its financial condition and operating results require the Companys management to make judgments, assumptions and estimates that affect the amounts reported.",supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-054-000-qa-02,aapl-20250927.htm,Item 7. Managements Discussion and Analysis of Financial Condition and Results of Operations > Critical Accounting Estimates,chunk-054-000,What does the filing state in item 7. Managements Discussion and Analysis of Financial Condition and Results of Operations > Critical Accounting Estimates?,"Note 1, Summary of Significant Accounting Policies of the Notes to Consolidated Financial Statements in Part II, Item 8 of this Form 10-K describes the significant accounting policies and methods used in the preparation of the Companys consolidated financial statements.","Note 1, Summary of Significant Accounting Policies of the Notes to Consolidated Financial Statements in Part II, Item 8 of this Form 10-K describes the significant accounting policies and methods used in the preparation of the Companys consolidated financial statements.",supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-055-000-qa-00,aapl-20250927.htm,Item 7A. Quantitative and Qualitative Disclosures About Market Risk,chunk-055-000,What does the filing state in item 7A. Quantitative and Qualitative Disclosures About Market Risk?,Quantitative and Qualitative Disclosures About Market Risk The Company is exposed to economic risk from interest rates and foreign exchange rates.,Quantitative and Qualitative Disclosures About Market Risk The Company is exposed to economic risk from interest rates and foreign exchange rates.,supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-055-000-qa-01,aapl-20250927.htm,Item 7A. Quantitative and Qualitative Disclosures About Market Risk,chunk-055-000,What does the filing state in item 7A. Quantitative and Qualitative Disclosures About Market Risk?,"The Company uses various strategies to manage these risks; however, they may still impact the Companys consolidated financial statements.","The Company uses various strategies to manage these risks; however, they may still impact the Companys consolidated financial statements.",supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-055-000-qa-02,aapl-20250927.htm,Item 7A. Quantitative and Qualitative Disclosures About Market Risk,chunk-055-000,What does the filing state in item 7A. Quantitative and Qualitative Disclosures About Market Risk?,Interest Rate Risk The Company is primarily exposed to fluctuations in U.S.,Interest Rate Risk The Company is primarily exposed to fluctuations in U.S.,supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-056-001-qa-00,aapl-20250927.htm,Item 8. Financial Statements and Supplementary Data > Consolidated Statements of Cash Flows,chunk-056-001,What does the filing state in item 8. Financial Statements and Supplementary Data > Consolidated Statements of Cash Flows?,Notes to Consolidated Financial Statements,Notes to Consolidated Financial Statements,supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-057-000-qa-00,aapl-20250927.htm,Item 8. Financial Statements and Supplementary Data > Note 1,chunk-057-000,What does the filing state in item 8. Financial Statements and Supplementary Data > Note 1?,Note 1 Summary of Significant Accounting Policies Basis of Presentation and Preparation The consolidated financial statements include the accounts of Apple Inc.,Note 1 Summary of Significant Accounting Policies Basis of Presentation and Preparation The consolidated financial statements include the accounts of Apple Inc.,supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-057-000-qa-01,aapl-20250927.htm,Item 8. Financial Statements and Supplementary Data > Note 1,chunk-057-000,What does the filing state in item 8. Financial Statements and Supplementary Data > Note 1?,The preparation of these consolidated financial statements and accompanying notes in conformity with GAAP requires the use of management estimates.,The preparation of these consolidated financial statements and accompanying notes in conformity with GAAP requires the use of management estimates.,supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-057-000-qa-02,aapl-20250927.htm,Item 8. Financial Statements and Supplementary Data > Note 1,chunk-057-000,What does the filing state in item 8. Financial Statements and Supplementary Data > Note 1?,Certain prior period amounts in the notes to consolidated financial statements have been reclassified to conform to the current periods presentation.,Certain prior period amounts in the notes to consolidated financial statements have been reclassified to conform to the current periods presentation.,supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-058-000-qa-00,aapl-20250927.htm,Item 8. Financial Statements and Supplementary Data > Note 2 Revenue,chunk-058-000,What does the filing state in item 8. Financial Statements and Supplementary Data > Note 2 Revenue?,Note 2 Revenue The Company recognizes revenue at the amount to which it expects to be entitled when control of products or services is transferred to its customers.,Note 2 Revenue The Company recognizes revenue at the amount to which it expects to be entitled when control of products or services is transferred to its customers.,supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-058-000-qa-01,aapl-20250927.htm,Item 8. Financial Statements and Supplementary Data > Note 2 Revenue,chunk-058-000,What does the filing state in item 8. Financial Statements and Supplementary Data > Note 2 Revenue?,Control is generally transferred when the Company has a present right to payment and title and the significant risks and rewards of ownership of products or services are transferred to its customers.,Control is generally transferred when the Company has a present right to payment and title and the significant risks and rewards of ownership of products or services are transferred to its customers.,supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-058-000-qa-02,aapl-20250927.htm,Item 8. Financial Statements and Supplementary Data > Note 2 Revenue,chunk-058-000,What does the filing state in item 8. Financial Statements and Supplementary Data > Note 2 Revenue?,"For most of the Companys Products net sales, control transfers when products are shipped.","For most of the Companys Products net sales, control transfers when products are shipped.",supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-059-000-qa-00,aapl-20250927.htm,Item 8. Financial Statements and Supplementary Data > Note 1,chunk-059-000,What does the filing state in item 8. Financial Statements and Supplementary Data > Note 1?,"Note 13, Segment Information and Geographic Data for 2025, 2024 and 2023, except in Greater China, where iPhone revenue represented a moderately higher proportion of net sales.","Note 13, Segment Information and Geographic Data for 2025, 2024 and 2023, except in Greater China, where iPhone revenue represented a moderately higher proportion of net sales.",supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-059-000-qa-01,aapl-20250927.htm,Item 8. Financial Statements and Supplementary Data > Note 1,chunk-059-000,What does the filing state in item 8. Financial Statements and Supplementary Data > Note 1?,"As of September 27, 2025 and September 28, 2024, the Company had total deferred revenue of $ 13.7 billion and $ 12.8 billion, respectively.","As of September 27, 2025 and September 28, 2024, the Company had total deferred revenue of $ 13.7 billion and $ 12.8 billion, respectively.",supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
